Review ID,Month,Property ID,Property Address,Borough,Neighborhood,Asset Type,Property Manager,Finding Owner,Review Type,Issue Category,Severity,Status,Finding Description,Recommendation,Recommended Follow-Up Priority
REV-0000675,2025-01-01,PROP-0130,311 ST NICHOLAS AVENUE,Queens,RIDGEWOOD,Multifamily Condo,Taylor Morgan,Casey Rivera,Vendor Invoice Review,Late payment; Missing GL code,Medium,Open,"Invoice INV-0130-01-07827 requires review: Late payment, Missing GL code.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001570,2025-01-01,PROP-0132,1 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Multifamily Condo,Taylor Morgan,Morgan Patel,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-01-01. Expense variance 12.4%; income variance -9.7%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001005,2025-01-01,PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Taylor Morgan,Cameron Brooks,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0145-01-08743 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001579,2025-01-01,PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Taylor Morgan,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-01-01. Expense variance 7.2%; income variance -8.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001771,2025-01-01,PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Taylor Morgan,Morgan Patel,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0000073,2025-12-01,PROP-0084,886 WESTCHESTER AVENUE,Bronx,MORRISANIA/LONGWOOD,Multifamily Condo,Avery Johnson,Cameron Brooks,Vendor Invoice Review,Approval status: Pending,Low,In Review,Invoice INV-0084-12-05136 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001180,2025-12-01,PROP-0125,48 BEACH STREET,Manhattan,TRIBECA,Multifamily Condo,Avery Johnson,Cameron Brooks,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0125-12-07589 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000200,2025-12-01,PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Residential Condo,Avery Johnson,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Low,In Review,Invoice INV-0135-12-08193 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000034,2025-12-01,PROP-0147,155 BAY STREET,Staten Island,NEW BRIGHTON-ST. GEORGE,Mixed-Use Condo,Avery Johnson,Cameron Brooks,Vendor Invoice Review,Approval status: Pending,Low,Open,Invoice INV-0147-12-08916 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000668,2025-12-01,PROP-0138,63-36 99 STREET,Queens,REGO PARK,Multifamily Condo,Cameron Brooks,Samira Khan,Vendor Invoice Review,Late payment; Approval status: Pending,Low,In Review,"Invoice INV-0138-12-08375 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001184,2025-12-01,PROP-0111,260 PARK AVENUE SOUTH,Manhattan,FLATIRON,Mixed-Use Condo,Casey Rivera,Samira Khan,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0111-12-06762 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000867,2025-12-01,PROP-0162,56 COURT STREET,Brooklyn,BROOKLYN HEIGHTS,Multifamily Condo,Drew Thompson,Cameron Brooks,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0162-12-09785 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000695,2025-12-01,PROP-0076,1078 FULTON STREET,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Jordan Lee,Samira Khan,Vendor Invoice Review,Missing GL code,Low,Open,Invoice INV-0076-12-04671 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001123,2025-12-01,PROP-0175,110-14 65 AVENUE,Queens,FOREST HILLS,Retail-Adjacent Condo,Jordan Lee,Drew Thompson,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0175-12-10577 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000080,2025-12-01,PROP-0041,601 WEST 41 STREET,Manhattan,CLINTON,Multifamily Condo,Nadia Williams,Morgan Patel,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0041-12-02502 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000572,2025-12-01,PROP-0041,601 WEST 41 STREET,Manhattan,CLINTON,Multifamily Condo,Nadia Williams,Casey Rivera,Vendor Invoice Review,Late payment; Approval status: Pending,Low,Open,"Invoice INV-0041-12-02508 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000079,2025-12-01,PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Mixed-Use Condo,Riley Chen,Casey Rivera,Vendor Invoice Review,Approval status: Pending,Low,In Review,Invoice INV-0019-12-01203 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000311,2025-12-01,PROP-0082,415 EAST 54 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Riley Chen,Nadia Williams,Vendor Invoice Review,Late payment; Approval status: Pending,Low,In Review,"Invoice INV-0082-12-05026 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000554,2025-11-01,PROP-0062,380 NEPTUNE AVENUE,Brooklyn,BRIGHTON BEACH,Residential Condo,Drew Thompson,Samira Khan,Vendor Invoice Review,Missing GL code,Low,Open,Invoice INV-0062-11-03805 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000683,2025-11-01,PROP-0173,420 LEXINGTON AVENUE,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Drew Thompson,Riley Chen,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0173-11-10446 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000399,2025-11-01,PROP-0085,102 BRADHURST AVENUE,Manhattan,HARLEM-CENTRAL,Residential Condo,Nadia Williams,Casey Rivera,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0085-11-05192 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001058,2025-11-01,PROP-0110,339 EAST 74 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Riley Chen,Casey Rivera,Vendor Invoice Review,Late payment; Approval status: Rejected,Low,In Review,"Invoice INV-0110-11-06692 requires review: Late payment, Approval status: Rejected.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000787,2025-11-01,PROP-0006,999 FOREST AVENUE,Staten Island,WEST NEW BRIGHTON,Multifamily Condo,Samira Khan,Avery Johnson,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0006-11-00382 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000975,2025-11-01,PROP-0058,65-38 AUSTIN STREET,Queens,REGO PARK,Residential Condo,Samira Khan,Morgan Patel,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0058-11-03546 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000924,2025-11-01,PROP-0169,885 AVENUE OF THE AMERICA,Manhattan,FASHION,Multifamily Condo,Samira Khan,Riley Chen,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0169-11-10223 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000305,2025-11-01,PROP-0005,680 RIVERSIDE DRIVE,Manhattan,HARLEM-UPPER,Residential Condo,Taylor Morgan,Riley Chen,Vendor Invoice Review,Missing GL code,Low,Open,Invoice INV-0005-11-00319 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000579,2025-11-01,PROP-0140,80 RICHMOND HILL ROAD,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Taylor Morgan,Drew Thompson,Vendor Invoice Review,Approval status: Pending,Low,In Review,Invoice INV-0140-11-08497 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000461,2025-11-01,PROP-0155,120 WELLINGTON COURT,Staten Island,NEW SPRINGVILLE,Residential Condo,Taylor Morgan,Drew Thompson,Vendor Invoice Review,Approval status: Rejected,Low,Open,Invoice INV-0155-11-09382 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000457,2025-11-01,PROP-0174,184 DUANE STREET,Manhattan,TRIBECA,Retail-Adjacent Condo,Taylor Morgan,Samira Khan,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0174-11-10518 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000161,2025-10-01,PROP-0039,1972 OCEAN AVENUE,Brooklyn,MIDWOOD,Mixed-Use Condo,Drew Thompson,Drew Thompson,Vendor Invoice Review,Late payment,Low,In Review,Invoice INV-0039-10-02372 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000153,2025-10-01,PROP-0150,42 SKILLMAN STREET,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Drew Thompson,Samira Khan,Vendor Invoice Review,Late payment; Approval status: Pending,Low,Open,"Invoice INV-0150-10-09078 requires review: Late payment, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000367,2025-10-01,PROP-0008,145 LINCOLN AVENUE,Staten Island,GRANT CITY,Multifamily Condo,Morgan Patel,Nadia Williams,Vendor Invoice Review,Potential duplicate invoice,Low,In Review,Invoice INV-0008-01-00453 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000562,2025-10-01,PROP-0051,6501 BAY PARKWAY,Brooklyn,GRAVESEND,Mixed-Use Condo,Morgan Patel,Riley Chen,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0051-10-03128 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000048,2025-10-01,PROP-0102,46-22 171 STREET,Queens,FLUSHING-NORTH,Mixed-Use Condo,Nadia Williams,Drew Thompson,Vendor Invoice Review,Approval status: Rejected,Low,Open,Invoice INV-0102-10-06200 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000776,2025-10-01,PROP-0119,318 WARREN STREET,Brooklyn,BOERUM HILL,Retail-Adjacent Condo,Nadia Williams,Jordan Lee,Vendor Invoice Review,Missing GL code; Approval status: Pending,Low,Open,"Invoice INV-0119-10-07232 requires review: Missing GL code, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000531,2025-10-01,PROP-0163,118-82 METROPOLITAN AVENUE,Queens,KEW GARDENS,Residential Condo,Nadia Williams,Riley Chen,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0163-10-09840 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001177,2025-10-01,PROP-0011,24 DUNHAM PLACE,Brooklyn,WILLIAMSBURG-SOUTH,Residential Condo,Riley Chen,Jordan Lee,Vendor Invoice Review,Approval status: Pending,Low,In Review,Invoice INV-0011-10-00689 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000984,2025-10-01,PROP-0169,885 AVENUE OF THE AMERICA,Manhattan,FASHION,Multifamily Condo,Samira Khan,Taylor Morgan,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0169-10-10217 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000854,2025-10-01,PROP-0024,359 16 STREET,Brooklyn,PARK SLOPE SOUTH,Retail-Adjacent Condo,Taylor Morgan,Jordan Lee,Vendor Invoice Review,Missing GL code; Approval status: Pending,Low,Open,"Invoice INV-0024-10-01511 requires review: Missing GL code, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000521,2025-09-01,PROP-0094,546 55 STREET,Brooklyn,SUNSET PARK,Residential Condo,Avery Johnson,Nadia Williams,Vendor Invoice Review,Late payment,Low,Open,Invoice INV-0094-09-05729 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000494,2025-09-01,PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Mixed-Use Condo,Cameron Brooks,Casey Rivera,Vendor Invoice Review,Approval status: Pending,Low,Open,Invoice INV-0171-09-10338 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000526,2025-09-01,PROP-0042,205 BLEECKER STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Multifamily Condo,Casey Rivera,Samira Khan,Vendor Invoice Review,Potential duplicate invoice; Approval status: Pending,Low,Open,"Invoice INV-0042-01-02513 requires review: Potential duplicate invoice, Approval status: Pending.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
