review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0001909,PROP-0036,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Casey Rivera,True
REV-0001910,PROP-0106,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001911,PROP-0045,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001912,PROP-0121,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001913,PROP-0051,2025-06-01,Operations/SLA Review,Overdue work order,High,Critical priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Samira Khan,True
REV-0001914,PROP-0011,2025-11-01,Operations/SLA Review,Overdue work order,High,Critical priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Drew Thompson,True
REV-0001915,PROP-0149,2025-08-01,Operations/SLA Review,Overdue work order,High,Critical priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Samira Khan,True
REV-0001916,PROP-0060,2025-10-01,Operations/SLA Review,Overdue work order,High,Critical priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Riley Chen,True
REV-0001917,PROP-0010,2025-10-01,Operations/SLA Review,Overdue work order,Medium,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001918,PROP-0109,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Cameron Brooks,True
REV-0001919,PROP-0170,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001920,PROP-0092,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001921,PROP-0169,2025-09-01,Operations/SLA Review,Overdue work order,High,High priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001922,PROP-0031,2025-09-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Taylor Morgan,True
REV-0001923,PROP-0053,2025-03-01,Operations/SLA Review,Overdue work order,High,High priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001924,PROP-0147,2025-02-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001925,PROP-0106,2025-04-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001926,PROP-0097,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Riley Chen,True
REV-0001927,PROP-0010,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001928,PROP-0033,2025-01-01,Operations/SLA Review,Overdue work order,Medium,Medium priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Jordan Lee,True
REV-0001929,PROP-0056,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001930,PROP-0046,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001931,PROP-0139,2025-07-01,Operations/SLA Review,Overdue work order,High,High priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Casey Rivera,True
REV-0001932,PROP-0150,2025-03-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001933,PROP-0170,2025-01-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Casey Rivera,True
REV-0001934,PROP-0013,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Cameron Brooks,True
REV-0001935,PROP-0065,2025-12-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Drew Thompson,True
REV-0001936,PROP-0110,2025-07-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Cameron Brooks,True
REV-0001937,PROP-0033,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Morgan Patel,True
REV-0001938,PROP-0126,2025-03-01,Operations/SLA Review,Overdue work order,Medium,Low priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Cameron Brooks,True
REV-0001939,PROP-0158,2025-01-01,Operations/SLA Review,Overdue work order,High,High priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Casey Rivera,True
REV-0001940,PROP-0045,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Drew Thompson,True
REV-0001941,PROP-0085,2025-06-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Nadia Williams,True
REV-0001942,PROP-0029,2025-02-01,Operations/SLA Review,Overdue work order,High,Critical priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Nadia Williams,True
REV-0001943,PROP-0026,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Casey Rivera,True
REV-0001944,PROP-0086,2025-06-01,Operations/SLA Review,Overdue work order,High,High priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001945,PROP-0073,2025-07-01,Operations/SLA Review,Overdue work order,High,High priority Elevator work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001946,PROP-0104,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Nadia Williams,True
REV-0001947,PROP-0135,2025-07-01,Operations/SLA Review,Overdue work order,High,High priority Common Area work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Jordan Lee,True
REV-0001948,PROP-0168,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Samira Khan,True
REV-0001949,PROP-0048,2025-10-01,Operations/SLA Review,Overdue work order,High,High priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Taylor Morgan,True
REV-0001950,PROP-0085,2025-11-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001951,PROP-0001,2025-05-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Jordan Lee,True
REV-0001952,PROP-0013,2025-11-01,Operations/SLA Review,Overdue work order,High,Critical priority Preventive Maintenance work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
REV-0001953,PROP-0054,2025-05-01,Operations/SLA Review,Overdue work order,High,High priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Resolved,Avery Johnson,True
REV-0001954,PROP-0024,2025-12-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open,Samira Khan,True
REV-0001955,PROP-0171,2025-08-01,Operations/SLA Review,Overdue work order,Medium,Medium priority Janitorial work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Riley Chen,True
REV-0001956,PROP-0053,2025-02-01,Operations/SLA Review,Overdue work order,Medium,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Casey Rivera,True
REV-0001957,PROP-0140,2025-04-01,Operations/SLA Review,Overdue work order,Medium,Low priority Electrical work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",In Review,Morgan Patel,True
